frame_index,label,video_id,l0_x,l0_y,l0_z,l1_x,l1_y,l1_z,l2_x,l2_y,l2_z,l3_x,l3_y,l3_z,l4_x,l4_y,l4_z,l5_x,l5_y,l5_z,l6_x,l6_y,l6_z,l7_x,l7_y,l7_z,l8_x,l8_y,l8_z,l9_x,l9_y,l9_z,l10_x,l10_y,l10_z,l11_x,l11_y,l11_z,l12_x,l12_y,l12_z,l13_x,l13_y,l13_z,l14_x,l14_y,l14_z,l15_x,l15_y,l15_z,l16_x,l16_y,l16_z,l17_x,l17_y,l17_z,l18_x,l18_y,l18_z,l19_x,l19_y,l19_z,l20_x,l20_y,l20_z,l21_x,l21_y,l21_z,l22_x,l22_y,l22_z,l23_x,l23_y,l23_z,l24_x,l24_y,l24_z,l25_x,l25_y,l25_z,l26_x,l26_y,l26_z,l27_x,l27_y,l27_z,l28_x,l28_y,l28_z,l29_x,l29_y,l29_z,l30_x,l30_y,l30_z,l31_x,l31_y,l31_z,l32_x,l32_y,l32_z
0,draw_x,a06_s06_e03,0.5167983770370483,0.24617734551429749,-0.540976881980896,0.5218880772590637,0.23211663961410522,-0.519623339176178,0.524858832359314,0.23196789622306824,-0.5196052193641663,0.5281565189361572,0.23165355622768402,-0.5196077227592468,0.5103111863136292,0.2322462648153305,-0.5235254764556885,0.5062662363052368,0.23214492201805115,-0.5236150622367859,0.502716064453125,0.2321484386920929,-0.523632824420929,0.5331336855888367,0.2367033064365387,-0.37277930974960327,0.49590668082237244,0.23844541609287262,-0.39117273688316345,0.5236207246780396,0.26154953241348267,-0.48478907346725464,0.5094645023345947,0.2614900469779968,-0.4903077483177185,0.5662318468093872,0.33282411098480225,-0.2558540403842926,0.4631320834159851,0.3326900601387024,-0.2722514867782593,0.5811111927032471,0.43713152408599854,-0.21028323471546173,0.44108691811561584,0.4427267014980316,-0.22439703345298767,0.5962338447570801,0.5221400260925293,-0.3488481640815735,0.43084508180618286,0.5332586765289307,-0.32697397470474243,0.5990428924560547,0.5510669946670532,-0.38986486196517944,0.4284760355949402,0.5608313083648682,-0.36725106835365295,0.5964544415473938,0.5505072474479675,-0.4332870841026306,0.43513041734695435,0.5612732172012329,-0.40715843439102173,0.5940021276473999,0.5426490306854248,-0.36962518095970154,0.438002347946167,0.5530025959014893,-0.3452422022819519,0.5415772795677185,0.5188214182853699,0.0025750480126589537,0.48241323232650757,0.5198631286621094,-0.0026812648866325617,0.5572324395179749,0.6598028540611267,0.010829825885593891,0.4759617745876312,0.6651762127876282,0.015826115384697914,0.568172812461853,0.794683575630188,0.25661152601242065,0.4625585675239563,0.8017545342445374,0.2482117861509323,0.564616858959198,0.806102991104126,0.2723832428455353,0.46818676590919495,0.8148015737533569,0.2622223496437073,0.5724836587905884,0.854338526725769,0.11147023737430573,0.4529866576194763,0.8577927350997925,0.10122185945510864
1,draw_x,a06_s06_e03,0.5173574686050415,0.24518153071403503,-0.5051763653755188,0.5229026079177856,0.23176994919776917,-0.48470592498779297,0.525702953338623,0.23164203763008118,-0.48468881845474243,0.5291327834129333,0.23147863149642944,-0.48469409346580505,0.511023759841919,0.23163186013698578,-0.4879307746887207,0.506680428981781,0.2315095067024231,-0.48801809549331665,0.5029932260513306,0.23158077895641327,-0.4880308210849762,0.5335263013839722,0.236629918217659,-0.3458162844181061,0.4960394501686096,0.23779474198818207,-0.3609824776649475,0.5239071846008301,0.2609139680862427,-0.4520815312862396,0.5095790028572083,0.26107051968574524,-0.45669955015182495,0.5658525228500366,0.33295199275016785,-0.23416295647621155,0.4628886282444,0.3327069878578186,-0.24875803291797638,0.5810975432395935,0.43699911236763,-0.17599526047706604,0.4413944184780121,0.44258126616477966,-0.20077559351921082,0.595792829990387,0.522668719291687,-0.2912334203720093,0.43134593963623047,0.5324123501777649,-0.2994433641433716,0.598674476146698,0.5511754751205444,-0.3253503441810608,0.4287097454071045,0.5601183176040649,-0.33634185791015625,0.5956262946128845,0.5505416989326477,-0.3669338822364807,0.43546023964881897,0.5600602030754089,-0.3744204640388489,0.5929827690124512,0.5426429510116577,-0.31008636951446533,0.4385557174682617,0.5509868860244751,-0.3166632056236267,0.541673481464386,0.5188170075416565,0.0026033748872578144,0.48278236389160156,0.5198504328727722,-0.0027177250012755394,0.5571790933609009,0.6592473983764648,-0.002337336540222168,0.4764140248298645,0.6644159555435181,-0.0040166196413338184,0.5682816505432129,0.794587254524231,0.2287369668483734,0.46249404549598694,0.7986435294151306,0.2220972329378128,0.5646147727966309,0.8059993386268616,0.24263176321983337,0.4675070643424988,0.8124294281005859,0.2356153428554535,0.572501540184021,0.8550136685371399,0.08322519063949585,0.4539056718349457,0.8562776446342468,0.07710009813308716
2,draw_x,a06_s06_e03,0.517727792263031,0.24456878006458282,-0.5013217329978943,0.5234526991844177,0.23151227831840515,-0.48058804869651794,0.5261675715446472,0.23139366507530212,-0.48057276010513306,0.5296909213066101,0.2313268929719925,-0.48057833313941956,0.5114244222640991,0.23123733699321747,-0.48379096388816833,0.5068951845169067,0.2311161607503891,-0.4838767647743225,0.5031318664550781,0.2312425673007965,-0.48388856649398804,0.5338010787963867,0.23655961453914642,-0.34069961309432983,0.4960917830467224,0.2374681830406189,-0.35564082860946655,0.5241289734840393,0.26053568720817566,-0.44788235425949097,0.5096714496612549,0.2608448565006256,-0.45245322585105896,0.565639317035675,0.33297041058540344,-0.22861507534980774,0.462817519903183,0.3327169418334961,-0.2429111897945404,0.5810970664024353,0.4369058310985565,-0.16902312636375427,0.4414850175380707,0.44247081875801086,-0.1948104202747345,0.5956233143806458,0.5234180688858032,-0.2846111059188843,0.4315289556980133,0.5318378210067749,-0.2956791818141937,0.5985351204872131,0.5513725280761719,-0.3188777565956116,0.42878252267837524,0.5595187544822693,-0.33290401101112366,0.595240592956543,0.5506716370582581,-0.3608465790748596,0.43563804030418396,0.5592890381813049,-0.371437132358551,0.5925347805023193,0.5426784753799438,-0.3036084771156311,0.4388461112976074,0.5499733090400696,-0.3131132125854492,0.5417481660842896,0.5188279151916504,0.0026170872151851654,0.48308315873146057,0.5198590159416199,-0.0027350110467523336,0.5571688413619995,0.6591106057167053,-0.004768727347254753,0.47675126791000366,0.6639922261238098,-0.008219441398978233,0.5684069991111755,0.7945873737335205,0.22647114098072052,0.46242204308509827,0.7974300980567932,0.21840710937976837,0.5646163821220398,0.8059927225112915,0.240299791097641,0.46697840094566345,0.811376690864563,0.23190458118915558,0.5724998712539673,0.8554394841194153,0.07951913774013519,0.45461368560791016,0.8557180762290955,0.07218186557292938
3,draw_x,a06_s06_e03,0.5178578495979309,0.24430495500564575,-0.5011696219444275,0.5236842632293701,0.2313893437385559,-0.4808158874511719,0.5263786315917969,0.23126177489757538,-0.4808008074760437,0.5299368500709534,0.23123539984226227,-0.48080697655677795,0.5115814805030823,0.23109032213687897,-0.48386579751968384,0.5069782137870789,0.23098596930503845,-0.4839533865451813,0.5031737089157104,0.23114220798015594,-0.4839669167995453,0.5339568853378296,0.236482635140419,-0.34181687235832214,0.49610549211502075,0.23734267055988312,-0.35613197088241577,0.5242189168930054,0.2603331506252289,-0.44798821210861206,0.5096976161003113,0.2607441544532776,-0.4523536264896393,0.5654655694961548,0.3330032527446747,-0.22999408841133118,0.4627794325351715,0.3327217996120453,-0.24233143031597137,0.5810939073562622,0.4368034601211548,-0.17173293232917786,0.44161662459373474,0.4424125850200653,-0.1932651400566101,0.5954446792602539,0.5236944556236267,-0.28738516569137573,0.43170514702796936,0.5313136577606201,-0.2932472825050354,0.5984233617782593,0.5514240264892578,-0.3216331899166107,0.42882242798805237,0.5591066479682922,-0.3301141858100891,0.5949544906616211,0.5507073998451233,-0.36346668004989624,0.4357169270515442,0.5587833523750305,-0.3685368001461029,0.5921967625617981,0.5426836609840393,-0.30630746483802795,0.43901577591896057,0.5492790937423706,-0.3106190264225006,0.5418274402618408,0.5188220143318176,0.002592348726466298,0.48330697417259216,0.5198513865470886,-0.0027146090287715197,0.5571515560150146,0.6590019464492798,-0.0035543206613510847,0.47698888182640076,0.6634455323219299,-0.00842723436653614,0.5684914588928223,0.7945880889892578,0.22645238041877747,0.4623773694038391,0.7969080209732056,0.21746580302715302,0.5646185278892517,0.8059919476509094,0.24011948704719543,0.4666559100151062,0.8108803629875183,0.23092606663703918,0.5725006461143494,0.8558182120323181,0.07979241758584976,0.4550016522407532,0.8553603291511536,0.0718240812420845
4,draw_x,a06_s06_e03,0.5179599523544312,0.2441098392009735,-0.50054931640625,0.523836076259613,0.2312747687101364,-0.48019981384277344,0.5265196561813354,0.23113925755023956,-0.4801877439022064,0.5301186442375183,0.2311437875032425,-0.48019543290138245,0.5116841793060303,0.23098009824752808,-0.48326200246810913,0.5070226192474365,0.2308950424194336,-0.483348548412323,0.5031925439834595,0.23107899725437164,-0.4833620488643646,0.5340799689292908,0.23641754686832428,-0.3414304852485657,0.4961085915565491,0.23727598786354065,-0.3557926416397095,0.5242897272109985,0.2601820230484009,-0.4474546015262604,0.5097195506095886,0.26068517565727234,-0.4518401026725769,0.5653679370880127,0.33301326632499695,-0.23008647561073303,0.4627504348754883,0.33275121450424194,-0.2424192875623703,0.5810902118682861,0.4367789626121521,-0.17200599610805511,0.4418466091156006,0.44241276383399963,-0.19340269267559052,0.5953591465950012,0.5240364670753479,-0.28717002272605896,0.4319380819797516,0.5311486721038818,-0.2931693196296692,0.5983633399009705,0.5515291094779968,-0.3214743137359619,0.42895907163619995,0.5588905215263367,-0.3300749659538269,0.5948230028152466,0.5508254170417786,-0.3631806969642639,0.4358644485473633,0.5585423111915588,-0.36858537793159485,0.5920373797416687,0.5427371859550476,-0.3060265779495239,0.43922361731529236,0.5489811301231384,-0.3106009364128113,0.5418499708175659,0.5188241004943848,0.002592547331005335,0.48335474729537964,0.5198752880096436,-0.0027153226546943188,0.5571473836898804,0.6589217782020569,-0.0031752996146678925,0.47709226608276367,0.6632167100906372,-0.007839534431695938,0.5685476064682007,0.7945894598960876,0.2268982231616974,0.46232885122299194,0.7968875765800476,0.21827971935272217,0.5646132230758667,0.805988609790802,0.2406529188156128,0.46646469831466675,0.8108288645744324,0.23183397948741913,0.5725263357162476,0.8560906648635864,0.08091840147972107,0.4551871716976166,0.8552215099334717,0.07306282222270966
5,draw_x,a06_s06_e03,0.5180267095565796,0.24400833249092102,-0.49148041009902954,0.5239227414131165,0.23122261464595795,-0.4713671803474426,0.5265978574752808,0.23108123242855072,-0.47135481238365173,0.5302146673202515,0.23110122978687286,-0.47135958075523376,0.5117554068565369,0.23093706369400024,-0.474271297454834,0.5070527791976929,0.23086409270763397,-0.4743577539920807,0.5032060742378235,0.2310623824596405,-0.47437500953674316,0.5341468453407288,0.23637698590755463,-0.3342567980289459,0.4961102604866028,0.23725704848766327,-0.34793737530708313,0.5243379473686218,0.26008570194244385,-0.43901538848876953,0.509734570980072,0.26064634323120117,-0.44319552183151245,0.5653082728385925,0.33301812410354614,-0.2254081517457962,0.4627276062965393,0.3327524960041046,-0.2360626459121704,0.5810712575912476,0.4367007911205292,-0.16908718645572662,0.44188442826271057,0.44226494431495667,-0.1876293271780014,0.5951685905456543,0.5240951180458069,-0.28506582975387573,0.4319728910923004,0.5307767987251282,-0.2877829968929291,0.5982272624969482,0.5515385270118713,-0.3193562924861908,0.4291415214538574,0.5586985349655151,-0.32434791326522827,0.5946272611618042,0.5508272647857666,-0.3606181740760803,0.43607592582702637,0.5581837296485901,-0.36226534843444824,0.5918304920196533,0.5427281260490417,-0.30375319719314575,0.4393904209136963,0.5485349893569946,-0.3049134314060211,0.5420064330101013,0.5188416242599487,0.002557425294071436,0.48361092805862427,0.5198843479156494,-0.002683347789570689,0.5571249723434448,0.6588008403778076,-0.0025005987845361233,0.4772506356239319,0.662835955619812,-0.011513406410813332,0.5685672163963318,0.7945349216461182,0.22537846863269806,0.46229082345962524,0.7969019412994385,0.21349386870861053,0.5646122694015503,0.8059146404266357,0.23888632655143738,0.4663327634334564,0.8108722567558289,0.22694775462150574,0.5725549459457397,0.8561766743659973,0.08023682236671448,0.45520439743995667,0.8550242781639099,0.06908469647169113
6,draw_x,a06_s06_e03,0.5180703401565552,0.24395322799682617,-0.49251437187194824,0.5239773988723755,0.23119428753852844,-0.4720282554626465,0.5266508460044861,0.23105184733867645,-0.47202053666114807,0.5302926301956177,0.23108205199241638,-0.4720267653465271,0.511799156665802,0.23090848326683044,-0.4747057855129242,0.5070724487304688,0.23084108531475067,-0.47478818893432617,0.5032118558883667,0.23104481399059296,-0.47480279207229614,0.5342057943344116,0.23635782301425934,-0.3339320123195648,0.49610963463783264,0.23723292350769043,-0.34658798575401306,0.5243703722953796,0.26004302501678467,-0.4398612380027771,0.5097402334213257,0.26062992215156555,-0.44375959038734436,0.5652619004249573,0.33303678035736084,-0.22610929608345032,0.46260911226272583,0.3327386677265167,-0.23307697474956512,0.5810688138008118,0.43671131134033203,-0.17252251505851746,0.44186702370643616,0.44212204217910767,-0.18419566750526428,0.5951191782951355,0.5245081186294556,-0.29178428649902344,0.43228450417518616,0.530468761920929,-0.28677648305892944,0.5981931686401367,0.5516096949577332,-0.32733163237571716,0.4297791123390198,0.5582044720649719,-0.32393699884414673,0.5945984125137329,0.5509098768234253,-0.3690958619117737,0.43669453263282776,0.5576146245002747,-0.36233654618263245,0.5918113589286804,0.5427771210670471,-0.310770720243454,0.44000405073165894,0.5480414032936096,-0.30419912934303284,0.5420395135879517,0.5188645124435425,0.002478391397744417,0.4836611747741699,0.5198971629142761,-0.0026041711680591106,0.5571097135543823,0.6587656140327454,-0.0018620546907186508,0.47747358679771423,0.6627034544944763,-0.010120218619704247,0.5685907602310181,0.7944217324256897,0.22475846111774445,0.4622708857059479,0.7969369292259216,0.21203497052192688,0.5646100044250488,0.8057888746261597,0.23799490928649902,0.46627622842788696,0.810914933681488,0.2249843329191208,0.5726107358932495,0.8561919331550598,0.07821487635374069,0.45520347356796265,0.8548858165740967,0.06560051441192627
7,draw_x,a06_s06_e03,0.518094539642334,0.24392007291316986,-0.49489086866378784,0.5240196585655212,0.2311730831861496,-0.4742366671562195,0.5266852378845215,0.23103147745132446,-0.4742278456687927,0.5303369164466858,0.23106949031352997,-0.4742357134819031,0.5118388533592224,0.23087385296821594,-0.47674673795700073,0.5070835947990417,0.2308017462491989,-0.4768275320529938,0.5032153725624084,0.23100683093070984,-0.47683992981910706,0.5342284440994263,0.23632873594760895,-0.33527451753616333,0.4961071014404297,0.23715904355049133,-0.34755265712738037,0.5243797302246094,0.2600066065788269,-0.44205522537231445,0.509742259979248,0.2605995237827301,-0.44585996866226196,0.5651394128799438,0.3330731689929962,-0.2273818701505661,0.4623405337333679,0.33257046341896057,-0.23272919654846191,0.5810412168502808,0.4367198348045349,-0.17482425272464752,0.4411507546901703,0.44068828225135803,-0.18459923565387726,0.5948702692985535,0.5246050357818604,-0.2954033613204956,0.4345797002315521,0.5300083756446838,-0.2875177264213562,0.5980795621871948,0.5516325831413269,-0.3317604959011078,0.4330383241176605,0.5570208430290222,-0.32480907440185547,0.5943598747253418,0.5509378910064697,-0.3737414479255676,0.4405314028263092,0.5566384792327881,-0.3624413311481476,0.5914937257766724,0.5428016781806946,-0.3144994378089905,0.44354724884033203,0.5473026037216187,-0.30450236797332764,0.5420351028442383,0.5188868641853333,0.002489409875124693,0.4836560785770416,0.5199257135391235,-0.0026146303862333298,0.5570837259292603,0.6587949991226196,0.00910192634910345,0.47748619318008423,0.6629260778427124,-0.00831225048750639,0.5686033964157104,0.7943932414054871,0.23070304095745087,0.4622476100921631,0.7969863414764404,0.21465222537517548,0.5645948052406311,0.8057323098182678,0.24287907779216766,0.46621060371398926,0.8109484910964966,0.22728972136974335,0.5726740956306458,0.8562089800834656,0.08245012164115906,0.4551849365234375,0.8546409010887146,0.06678198277950287
8,draw_x,a06_s06_e03,0.5180947184562683,0.24392001330852509,-0.4962295889854431,0.524023711681366,0.2311713546514511,-0.474912166595459,0.5266948938369751,0.23103195428848267,-0.47489744424819946,0.530348002910614,0.23107141256332397,-0.47490936517715454,0.511838436126709,0.2308690994977951,-0.47779303789138794,0.5070832967758179,0.23079633712768555,-0.4778786599636078,0.5032032132148743,0.23099689185619354,-0.47789058089256287,0.5342368483543396,0.2363252341747284,-0.33339500427246094,0.4960923194885254,0.23713643848896027,-0.34802666306495667,0.5243806838989258,0.26000621914863586,-0.44272828102111816,0.5097269415855408,0.2605976462364197,-0.44715720415115356,0.5650354623794556,0.3332265317440033,-0.22230181097984314,0.4620075225830078,0.33218908309936523,-0.23641519248485565,0.5810407400131226,0.4367038607597351,-0.17450454831123352,0.4410696029663086,0.4341294467449188,-0.2083354890346527,0.5948481559753418,0.5245890617370605,-0.2978484630584717,0.44681549072265625,0.5189882516860962,-0.32953137159347534,0.5980565547943115,0.5515350103378296,-0.3325820565223694,0.44835710525512695,0.5464730858802795,-0.37054112553596497,0.5942743420600891,0.5507771372795105,-0.3746683895587921,0.4559997022151947,0.5428552031517029,-0.4033524990081787,0.591411292552948,0.542636513710022,-0.31704598665237427,0.4579513669013977,0.534245491027832,-0.3446063697338104,0.5420191884040833,0.518246591091156,0.0037230472080409527,0.48367762565612793,0.519806981086731,-0.0038377796299755573,0.5570160746574402,0.6584434509277344,0.008282380178570747,0.47772711515426636,0.6628668308258057,-0.013048805296421051,0.5686662197113037,0.7943478226661682,0.2228013575077057,0.462247371673584,0.7970113754272461,0.19167537987232208,0.5646051168441772,0.8057203888893127,0.23451301455497742,0.46618571877479553,0.8109740614891052,0.20238296687602997,0.5727924704551697,0.8561874628067017,0.07246939837932587,0.45518651604652405,0.8545631766319275,0.03800899535417557
9,draw_x,a06_s06_e03,0.5181189179420471,0.2437930554151535,-0.4878579080104828,0.5240370631217957,0.2311246544122696,-0.4662342667579651,0.5267150402069092,0.23100067675113678,-0.4662197530269623,0.530368983745575,0.23104806244373322,-0.4662328362464905,0.5118439197540283,0.230787456035614,-0.46915921568870544,0.5070880651473999,0.23071660101413727,-0.46924322843551636,0.503200888633728,0.23091121017932892,-0.46925854682922363,0.5342382788658142,0.2363087683916092,-0.3231993317604065,0.49608302116394043,0.23706628382205963,-0.33859777450561523,0.5243880748748779,0.25994935631752014,-0.43382230401039124,0.5097228288650513,0.2605569660663605,-0.4385250210762024,0.5648064613342285,0.3332367241382599,-0.2126922607421875,0.46171513199806213,0.33154189586639404,-0.2322368621826172,0.5810883045196533,0.436654269695282,-0.17511114478111267,0.44120126962661743,0.4302920699119568,-0.2335691750049591,0.5947670936584473,0.5240413546562195,-0.32108578085899353,0.4591600000858307,0.5064241886138916,-0.3919941186904907,0.5979514718055725,0.5510998964309692,-0.3638840317726135,0.4612327218055725,0.5318149924278259,-0.43879517912864685,0.5939931273460388,0.5501385927200317,-0.4048624634742737,0.46918025612831116,0.525519847869873,-0.4670678675174713,0.5910235643386841,0.5418964624404907,-0.3402244746685028,0.4709247648715973,0.5173606872558594,-0.4058244824409485,0.5420799851417542,0.5174791812896729,0.004292522557079792,0.4841183125972748,0.5195497274398804,-0.004398209508508444,0.5569540858268738,0.6582067608833313,0.007769067771732807,0.47773051261901855,0.6627620458602905,-0.011563802137970924,0.5686901211738586,0.7943467497825623,0.21743161976337433,0.4622586667537689,0.7969986796379089,0.1899215131998062,0.5646066665649414,0.8057675957679749,0.22877871990203857,0.46622639894485474,0.8110043406486511,0.20032545924186707,0.57286536693573,0.8561084866523743,0.06669412553310394,0.45519667863845825,0.854336678981781,0.03680361434817314
